name,subject0,subject1,subject2,subject3
Carol Miller,2.8,10.0,8.7,2.4
Isabel Newton,8.5,10.0,4.1,3.4
Anna Speers,8.0,1.3,8.7,10.0
Edgar Johnston,6.3,2.1,3.6,9.0
David Arnold,8.6,9.6,1.0,4.4
Dale Green,3.9,7.6,8.0,4.5
Robert Bingham,1.7,3.9,5.4,2.4
Maria Brainard,8.4,8.7,2.1,3.2
Lyla Garcia,7.2,2.0,5.2,5.5
Alyson Ross,1.4,9.9,8.2,0.8
Adam Roghair,8.2,7.8,9.0,3.3
Edmund Thiessen,6.7,2.7,10.0,3.2
Billie Fitzpatrick,7.9,8.0,3.0,5.7
Darrin Crawford,3.1,8.7,7.3,0.2
Eric Arender,8.8,1.8,8.5,6.0
Abraham Johnson,4.8,5.0,6.6,8.7
Santos Burton,2.4,3.7,1.5,4.9
Helen Walsh,6.5,7.5,1.4,3.4
Mario Esh,10.0,3.5,10.0,3.4
Claude Curling,5.6,5.3,0.6,9.3
Peter Goldie,0.2,6.5,4.6,10.0
Sheryl Bakken,2.8,0.8,9.5,7.3
William Eversole,2.5,3.0,1.5,7.1
James Cunningham,8.1,0.6,6.6,1.2
Jessica Pless,6.9,4.4,8.6,10.0
Yvette Kless,9.9,1.6,9.1,1.5
Judi Lucas,3.8,2.3,3.7,0.8
Juliane Gibson,9.9,10.0,9.0,2.1
Denise Collingwood,10.0,0.9,7.7,5.8
Janet Curtis,1.0,1.9,5.1,4.8
Daniel Aronson,2.6,1.3,4.5,7.2
Keith Cuadrado,3.8,5.1,1.0,10.0
Lorenzo Arce,1.5,1.7,4.6,7.9
Felicia Thompson,10.0,0.0,7.6,2.0
Angel Hare,1.9,1.4,8.9,9.5
Dan Smith,9.9,8.2,9.9,0.9
Rosa Silva,9.4,9.0,8.2,7.2
Lupe Castillo,0.4,9.6,3.2,2.8
Agnes Hall,4.7,0.3,7.1,3.0
Robbie Catchings,0.7,9.8,3.5,3.6
Mary Green,0.5,7.5,6.0,6.4
Oscar Bright,4.4,5.6,4.6,0.3
Tammie Wimberly,0.0,4.1,10.0,9.5
Cynthia Shield,5.2,7.1,7.7,9.9
Susan Lee,3.8,10.0,1.0,9.2
Fredric Rodriguez,0.3,0.0,4.0,5.8
Errol Hornlein,7.8,10.0,10.0,0.3
Melissa Bruder,2.8,2.0,1.9,6.0
Annie Collins,1.4,3.6,3.1,4.3
Kenneth Winslow,6.5,2.0,1.2,2.1
Josephine Hildebrant,0.4,6.8,10.0,4.3
Edward Hamblin,2.5,2.8,8.9,10.0
Carol Vallejos,7.5,8.0,7.2,6.9
Daniel Irwin,1.9,10.0,5.8,1.9
Amanda Wallace,3.5,6.6,2.1,7.1
Joshua Wilson,2.4,8.4,6.5,10.0
Ashlee Holloman,2.2,1.0,8.5,8.9
Richard Lockwood,6.8,5.3,0.3,0.1
Alan Romero,10.0,1.4,4.4,1.1
Henry Farmer,0.0,5.1,10.0,3.0
Marcel Simon,8.0,1.7,8.4,8.7
James Green,0.0,6.1,0.9,7.9
Valerie Feldt,7.6,5.0,6.6,3.8
Marc White,10.0,9.3,7.5,0.1
George Marx,8.0,4.8,8.6,6.9
Mary Miller,4.2,10.0,3.7,8.2
Theresa Levitt,2.3,5.3,2.2,4.0
James Cook,1.2,9.9,0.0,3.3
Frank Godfrey,5.5,6.0,8.5,10.0
Virginia Landis,9.8,8.6,10.0,4.5
Mary Cardenas,3.5,8.0,4.0,7.3
Ryan Mahraun,4.9,8.0,9.4,10.0
Jeffrey Rosen,10.0,4.5,5.7,9.5
Joann Rudolph,7.6,4.4,0.1,4.5
Stanley Kitchen,0.5,3.4,2.4,2.9
Lester Raney,3.7,1.4,0.8,4.2
Estelle Kelson,8.3,4.2,4.2,1.3
Patrick Mccarrel,1.9,0.4,7.1,5.3
Anthony Shoemaker,9.1,2.0,0.4,1.8
Jason Thompson,7.9,2.2,8.3,0.7
Vergie Taylor,5.5,7.7,5.9,4.5
Lynn Ramsey,0.4,10.0,9.4,5.9
Rick Brooks,6.1,0.0,3.9,0.9
David Madison,8.0,7.2,5.1,3.3
Janice Roy,1.2,7.8,5.0,9.1
Jim Santos,4.4,10.0,8.7,5.8
Renee Muller,7.0,5.0,10.0,9.5
Robert Smith,7.3,1.5,6.8,0.3
Richard Michels,9.1,4.8,6.9,8.2
Joseph Rodriguez,8.7,4.2,10.0,9.1
Richard Powell,6.7,8.5,4.6,10.0
Mark Gibson,0.4,2.7,5.4,7.8
Brandon Peterson,7.4,6.9,8.0,4.1
Nellie Warner,6.8,7.4,0.5,1.8
Mary Stone,2.7,4.1,10.0,8.5
Monica Wile,4.9,1.9,0.1,5.6
Jerry Lambert,10.0,7.6,2.3,5.8
Robert Crane,9.6,5.2,9.7,5.7
Jason James,4.0,1.7,8.9,7.8
Gerald Poblete,1.3,2.3,8.5,2.6
Ryan Bays,2.5,8.6,7.6,0.7
Marion Bergman,8.8,3.4,2.0,6.4
Minnie Powell,1.7,1.8,9.0,5.3
Ross Grimes,6.2,2.7,2.7,2.1
Flora Ferguson,6.5,8.8,3.2,1.9
Larry Stiltner,3.1,4.9,5.7,0.4
Cristina Gonzalez,0.4,4.2,5.5,6.5
David Eitniear,4.7,8.7,9.8,2.1
James Carpenter,3.5,5.9,3.5,7.1
Andre Reid,10.0,9.4,7.9,8.3
James Moore,1.4,2.7,2.7,2.5
Angel Voll,9.5,3.2,1.3,0.1
Anthony Omara,4.5,6.9,3.3,6.9
Linda Martin,7.3,2.0,1.2,4.1
Donna Bennett,8.4,6.8,2.4,5.4
Patrick Engfer,6.3,8.4,0.2,1.2
Cameron Mcqueen,3.9,2.8,1.8,5.6
Jennifer Zelaya,7.8,2.9,4.0,10.0
Jack Gearhart,0.5,10.0,4.7,10.0
Joshua Wells,3.0,7.6,4.5,2.9
Emma Koontz,2.4,6.9,6.1,4.5
Rose Savage,3.0,10.0,4.8,3.6
Roger Miller,8.0,1.6,10.0,1.4
David Gilbert,5.8,10.0,8.4,0.5
Mina Stai,0.0,7.4,10.0,7.9
Janine Lewis,4.3,8.9,6.2,10.0
Katie Malone,10.0,10.0,10.0,10.0
Gregory Virgo,2.0,7.7,6.9,1.8
Ryan Allendorf,7.3,7.3,4.8,4.3
Mark Wagner,8.1,6.0,6.8,2.9
Lorraine Mcgill,0.4,3.3,6.1,2.1
Robert Burks,4.2,2.5,3.7,1.8
Sally White,8.6,4.7,8.9,10.0
Curtis Brook,6.6,7.0,0.5,3.1
Rowena Rayborn,8.9,3.9,5.3,4.8
Joseph Beckett,7.4,1.8,1.7,5.3
Jonathon Thornton,4.9,0.1,0.1,6.7
Harold Uran,0.7,4.4,5.1,4.9
Margaret Corbitt,0.3,5.1,0.0,2.6
Derek Gustaveson,3.8,10.0,3.0,9.3
Ava Kim,0.3,9.6,3.4,9.9
Michael Williams,8.4,1.3,0.3,1.4
Stacey Fox,9.9,6.5,0.7,1.8
Clint Laney,6.9,4.7,10.0,8.1
Deborah Desilva,8.9,2.9,2.2,7.6
Pamela Waldon,10.0,2.1,5.1,4.7
Doris Stlouis,0.8,4.0,5.0,6.0
Rene Lam,4.1,0.2,0.4,3.2
Grace Klish,3.8,8.3,2.8,2.7
Cornelius Westerfield,6.8,9.0,0.9,0.1
Robin Campbell,0.0,5.7,0.2,10.0
Eugene Stello,5.7,6.7,9.1,6.5
Eric Bryant,2.1,0.1,3.3,1.8
Annabelle Jackson,6.0,5.1,9.6,8.7
William Schneider,5.5,7.0,1.8,8.1
Bryan Martin,4.0,2.7,3.3,1.8
Daniel Renninger,3.6,4.3,1.9,0.2
Ora Pellot,3.4,0.4,6.9,0.3
Michael Ezell,1.6,10.0,5.8,1.1
William West,3.6,5.5,3.8,8.7
Jerry Daigle,10.0,6.2,5.5,0.2
Mark Bailey,4.0,2.1,6.5,5.0
Fred Moore,10.0,6.7,5.3,0.1
Francis Larsen,2.8,5.1,5.2,0.6
Emilio Mcavoy,1.7,1.7,7.7,2.6
John Bennett,6.3,10.0,5.5,5.6
Lacy Mcintyre,5.4,2.7,8.5,5.5
Sterling Nash,6.2,0.6,6.0,2.4
Paul Felicano,4.1,0.7,4.6,8.0
Eileen Randrup,1.3,7.6,7.9,3.4
Richard Senecal,10.0,2.3,0.8,3.6
Robert Levine,1.1,8.2,6.9,8.5
Johnny Swanson,4.2,7.9,0.8,3.9
Britni Long,6.3,10.0,1.7,6.2
Cesar Williams,4.9,7.9,10.0,10.0
Edmund Lotti,2.7,2.0,4.1,3.5
Mary Isaacson,9.3,0.1,2.3,9.1
Victoria Hanstein,10.0,9.2,2.2,9.3
Lynda Wilkins,6.3,0.7,0.9,6.6
Ryan Burt,7.3,6.8,5.5,4.0
John Radcliffe,3.6,9.5,3.2,8.8
Judy Warren,2.1,2.0,6.8,9.2
William Hildreth,4.5,0.4,7.6,3.8
Richard Green,10.0,6.9,3.8,5.0
Eric Hasselman,5.4,1.9,0.4,8.3
Robert Grogan,4.6,8.7,2.3,9.1
Robert Langdon,4.2,5.1,10.0,2.1
Suzette Bruno,6.6,10.0,0.9,2.4
Heather Washington,7.0,1.0,3.1,1.9
Christine Ciriaco,10.0,7.3,10.0,1.5
Terry Nieves,2.7,0.0,4.5,0.6
Carolyn Izzo,9.9,7.8,7.1,10.0
John Neal,4.9,5.1,4.5,1.4
Pamela France,2.2,3.8,10.0,1.7
Mark Plungy,3.0,0.5,0.3,8.2
Mary Faucette,4.7,1.4,8.6,7.8
Michael Buck,4.0,5.2,4.4,0.6
Lee Felder,8.9,1.5,10.0,1.6
Vanda Horth,9.8,5.9,1.5,6.4
Jason Rahn,8.7,8.4,1.9,5.3
Charles Avila,7.5,2.7,5.8,8.5
Reginald Blair,2.7,5.3,7.2,10.0
Arthur Pineda,10.0,5.7,5.1,3.6
Donald Lewis,1.8,8.2,4.2,8.9
David Anderson,6.4,0.8,4.8,5.1
Jon Thatcher,8.2,3.7,5.5,4.3
Judy Martino,3.6,8.3,5.0,8.4
Colleen Pitts,3.5,2.5,5.5,1.8
Wendy Mcneely,7.1,5.8,4.6,6.4
John Pollard,9.8,1.8,5.0,10.0
Jose Aguirre,3.6,4.7,1.5,4.1
Beverly Adams,0.9,1.0,9.5,6.5
Robin Trahan,2.6,1.0,4.4,7.8
Brandon Miller,7.3,7.0,0.3,5.2
Ronnie Ditullio,6.3,9.6,1.7,10.0
Fred Miller,7.6,10.0,7.8,0.8
Linda Sherrell,1.4,3.0,6.1,1.8
Robert Holloway,9.4,0.6,1.8,3.9
Samuel Moll,1.5,8.8,8.3,2.7
Carol Colbert,10.0,7.5,5.8,6.2
David Carpenter,8.8,2.8,8.4,4.3
James Mancini,6.2,8.7,1.8,9.2
Kelly Landry,2.0,1.3,1.4,4.7
Clarence Mckibben,4.1,10.0,8.2,1.6
Roger Visick,9.1,2.9,1.5,10.0
Anna Ruic,0.6,9.0,0.7,9.4
Cliff Williams,10.0,8.6,9.1,0.0
Craig Sellner,2.1,5.6,3.3,7.6
Paula Webster,10.0,8.4,4.3,8.6
Antonio Powell,0.8,2.8,2.3,1.3
Laura Ramos,1.2,8.7,8.5,8.1
Colleen Schreiber,9.0,6.9,5.3,3.2
Dorthey Fairbanks,8.2,9.4,7.8,8.0
Bonnie Matsumoto,7.5,8.2,10.0,9.6
Angelo Noblitt,0.7,0.8,4.4,5.5
Chad Lewis,5.4,6.2,10.0,10.0
Pat Avis,3.5,7.9,5.9,7.6
Sandy Ryder,1.4,9.1,9.9,3.3
James Kim,6.2,9.2,0.7,0.5
Steve Pinegar,0.0,4.5,10.0,2.5
Tara Demetro,6.4,5.8,2.5,1.4
Peggy Shingler,5.1,3.2,0.7,9.7
Joey Berry,9.9,9.8,5.4,7.7
George Bell,6.9,5.3,6.7,4.1
Alton Dowell,3.7,5.8,7.2,4.6
Anna Mcdowell,6.7,4.6,8.8,1.2
Curtis Penner,0.6,3.4,1.8,4.1
Joseph Romero,5.4,2.0,0.0,3.5
Salvatore Parkison,2.0,10.0,9.0,4.4
Rena Mizrahi,1.2,10.0,9.2,6.6
Rosalyn Abney,2.4,10.0,0.9,0.3
Jason Honokaupu,0.3,10.0,9.5,7.7
Viola Hall,2.8,7.7,3.4,5.9
Judy Witherspoon,5.5,1.7,7.6,3.1
Wesley Wilmot,0.9,2.3,4.7,5.9
Glen Holmes,3.2,5.8,1.9,7.2
Ethel Shirley,2.5,7.1,2.9,6.6
Louis Green,3.4,8.4,2.0,2.4
Francis Douglas,5.5,5.6,4.9,1.5
Sheila Wendolski,10.0,4.3,1.7,8.0
Nancy Toman,0.1,8.6,5.9,0.3
Ann Crawford,5.1,3.5,0.2,9.6
Margaret Walton,10.0,10.0,9.2,1.1
Amanda Dean,3.7,9.1,4.0,8.9
Curtis Simpson,8.0,1.8,5.2,1.8
Martin Walker,5.7,7.3,1.9,2.2
Nicole Doughty,10.0,3.4,1.3,8.5
Adam Strauss,9.3,8.4,1.8,3.1
Sang Wiebe,8.0,4.1,3.4,6.2
Daniel Vitale,7.1,3.8,5.5,8.5
Micheal Condrey,4.1,5.6,4.5,4.4
William Forman,9.5,10.0,1.5,10.0
Ruth Saxman,10.0,2.6,7.2,1.9
Edith Matthews,2.1,3.9,1.7,4.0
Alberto Williams,9.0,3.2,0.3,8.5
William Brown,6.1,2.4,0.6,7.3
John Baker,7.0,3.9,5.1,8.5
Sheree Vy,6.3,8.8,10.0,4.5
Fern Gray,4.2,6.9,5.0,3.5
Nichole Smith,6.9,7.3,2.9,0.3
Paul Mchenry,10.0,7.4,7.7,9.9
Deborah Welch,6.2,6.8,8.1,8.0
Debra Waters,7.5,1.8,1.3,6.6
Robert Jennings,10.0,2.3,6.8,5.1
William Washington,8.0,7.3,2.6,8.3
Christine Fry,5.6,3.2,0.4,1.3
Sean Meacham,9.7,7.5,8.2,1.1
Kenneth Frasier,7.0,2.3,1.2,5.0
Angela Ramirez,3.5,4.3,6.2,4.5
Evan Green,0.2,6.0,4.5,3.5
Hazel Nestor,2.7,8.2,5.7,10.0
Hazel Koster,4.3,1.6,5.9,2.5
Cheryl Bailey,4.1,9.6,2.8,7.1
James Risinger,3.1,2.8,5.4,0.0
Peter Bullock,9.9,5.0,4.8,5.5
David Eaton,7.0,6.7,3.9,4.6
Harold Misiaszek,4.6,10.0,3.9,8.8
Chastity White,9.7,10.0,7.2,10.0
Sarah Crocker,3.5,8.5,6.7,4.1
Kiara Flens,8.0,2.5,10.0,0.8
Jonathan Beck,6.9,0.0,3.2,3.3
Christopher Joseph,4.5,3.1,5.7,8.3
Dante Dozier,2.4,5.5,1.1,5.8
Marie Barnett,3.6,8.9,7.4,0.9
Howard Marlett,8.0,5.8,8.0,4.3
Mark Hairr,5.6,2.4,4.8,0.7
Loreta Yoder,7.2,2.3,1.3,1.2
Diego Perrine,7.4,4.8,10.0,4.0
Larry Cannon,9.0,2.6,0.9,1.1
Louis Mahabir,3.6,4.7,1.2,0.5
Ryan Rodriguez,10.0,8.8,3.4,6.5
Scott Jones,2.8,3.4,6.1,1.5
Michael Huddleston,8.1,10.0,1.0,9.3
Ron Newland,7.7,6.2,5.9,7.3
Ricardo Ellis,8.5,5.3,3.2,8.6
Gene Vergari,7.0,5.2,5.5,8.2
Jeannie Mcclintic,6.0,0.8,0.6,5.9
Ashlee Hill,9.3,6.1,6.2,8.7
Claudia Sommer,0.3,9.5,6.0,2.5
Dick Williams,6.4,9.0,0.1,0.4
Tiffany Abbott,5.7,5.3,7.2,2.0
Andrea Schimke,2.8,5.0,2.6,5.3
Destiny Stark,6.7,7.5,9.5,7.6
Tami Hall,10.0,8.5,5.2,10.0
Mollie Mcmillan,7.3,2.5,9.2,10.0
Terry Garza,9.3,7.9,0.7,4.0
Janina Schiano,8.0,3.0,8.5,0.5
Damon Febres,1.5,8.1,10.0,4.9
Dahlia Miles,3.8,4.2,10.0,1.5
Rebecca Spencer,7.9,10.0,10.0,5.9
James Bass,3.4,4.3,1.6,0.5
Lauren Sosa,6.1,0.5,4.2,3.6
David Watkin,8.0,3.8,10.0,1.4
Albert Swaney,0.0,0.6,2.8,1.8
Edward Garland,4.0,7.8,5.0,8.4
Pamela Rega,9.6,9.9,6.7,7.6
Ramon Oconnor,4.4,2.4,7.7,1.8
Kathryn Heckman,10.0,7.3,5.1,6.1
Marie Landrum,1.7,9.3,4.1,0.9
James Dudenhoeffer,5.9,6.4,9.6,8.6
Eddie Moberg,10.0,1.4,4.0,1.4
Michael Jones,9.6,6.7,4.3,1.6
Robert Thompson,1.3,2.2,0.0,4.3
Samantha Pacheco,2.5,6.5,4.0,9.7
Christy Cloud,9.7,9.8,10.0,6.0
Jonathan Seawood,4.1,7.6,4.6,3.7
Candice Spires,5.7,6.4,5.4,0.0
Shawn Arena,0.3,7.7,0.8,1.0
Chad Genovese,7.1,5.8,4.5,6.1
Heather Ames,3.7,4.2,10.0,5.5
Alma Tomas,5.1,2.1,1.4,4.2
Michael Rivera,9.7,9.3,2.5,5.6
James Knox,4.1,0.5,4.1,8.3
Catharine Kocon,7.4,5.9,2.0,8.2
Anna Dickson,10.0,1.3,2.6,5.1
Matthew Waller,1.6,5.8,2.4,4.9
William Carlos,0.6,3.6,8.6,3.5
Patrick Wheeler,9.5,10.0,3.9,7.0
Gregory Pippin,2.0,4.0,5.2,3.3
Catherine Reid,1.3,1.6,9.0,1.8
John Howell,7.6,0.6,0.5,4.0
Edward Jackson,9.3,8.8,7.9,10.0
Xavier Hawk,8.6,1.2,5.4,1.0
Brian Cassity,2.9,3.5,10.0,1.4
Mark Hicks,0.5,1.3,1.6,6.9
Shane Sandoval,7.2,9.9,2.8,0.5
Lucille Zenger,3.3,7.2,8.4,4.3
Lisa Izzo,2.9,1.4,4.6,2.6
Debbie Santoyo,1.5,0.0,10.0,2.1
Carlton Horn,2.0,3.6,9.3,9.0
Daniel Shafer,0.3,4.7,9.2,7.3
Virgil Chau,6.6,10.0,9.5,7.7
Diane Tanaka,6.6,9.9,6.2,4.2
Rudolph Trahan,4.2,9.7,0.7,7.7
David Rubio,1.6,8.0,4.2,6.9
Catherine Taylor,3.1,2.5,3.9,0.4
Michael Sherwood,10.0,5.7,7.4,8.1
Patricia Farnum,5.8,9.8,2.1,6.7
Debra Viveiros,4.6,0.6,3.9,8.0
Phyllis Davison,2.0,5.1,8.0,10.0
Darlene Chavez,7.7,8.9,7.8,6.2
Cynthia Schlindwein,9.2,9.8,6.1,4.7
Joann Cates,2.1,5.2,9.6,5.7
Carl Morris,6.3,9.5,6.1,4.6
Dennis Schupp,9.9,2.1,1.0,10.0
Sharon Bruce,7.6,10.0,8.2,7.2
Johnny Johnston,10.0,1.2,7.6,5.2
Kevin Lopez,5.1,2.3,5.7,1.7
Ehtel Peterson,3.2,7.3,7.3,1.9
Emily Stepnoski,9.9,5.2,5.9,3.2
Daniel Bullock,1.1,3.8,10.0,2.2
Laura Robinson,5.4,10.0,8.4,3.6
Gwen Suomela,1.0,6.7,1.8,2.7
Boris Moreno,3.5,9.4,3.7,0.0
Tim Comeaux,0.2,1.3,0.2,5.9
Emily Williams,7.5,1.5,6.5,0.0
Barb Myers,4.3,1.1,3.0,0.4
Rhonda Mayes,9.1,10.0,10.0,5.5
Ida Mcgarry,1.2,9.6,0.8,8.4
Shannon Osborne,6.1,6.2,3.7,7.3
Christopher Latus,0.8,9.6,7.0,5.7
Alice Woody,4.1,7.2,3.8,0.7
Myra Ortiz,9.1,0.2,3.1,1.9
Guy Najera,2.9,4.4,7.6,10.0
Eula Litchfield,5.9,5.0,6.7,9.6
Patricia Cote,8.3,0.2,5.3,6.2
Sherry Thomas,0.5,8.8,5.3,0.8
Toni Guy,1.8,2.8,1.4,5.4
Denise Gomez,6.5,5.3,5.6,10.0
Annie Pearson,6.3,1.5,3.2,10.0
Candice Waite,2.7,3.7,7.9,3.0
Kathleen Ledwig,1.4,3.8,2.6,7.8
Erline Joyce,1.3,9.2,2.3,6.2
Mark Parker,7.8,4.1,6.3,5.5
Lisa Morales,3.4,0.9,1.5,8.8
Sean Craig,0.9,10.0,7.9,8.2
Helen Warren,9.7,4.3,9.9,10.0
Sharon Rico,1.1,3.2,0.4,7.5
John Scott,6.5,0.5,6.4,10.0
Scott Carr,5.6,4.9,2.9,2.3
Matthew Mitchell,9.4,5.7,2.0,2.1
Fernando Richardson,6.5,1.3,8.3,5.6
Ann Tennant,7.6,1.7,3.3,1.8
Cindy Estrada,3.0,1.0,10.0,9.3
Ana Prohaska,7.9,10.0,7.4,8.7
Kyle Hill,2.8,1.7,3.0,6.8
Donte Hampton,7.5,9.6,0.0,0.6
Daniel Newman,7.2,9.9,6.4,2.6
David Godinho,5.3,10.0,1.3,2.3
Anna Williams,5.4,8.8,10.0,8.4
Gary Fechtner,4.4,3.4,9.3,2.4
Kara Compton,10.0,5.6,8.2,5.8
Judith Crites,10.0,6.6,0.0,7.4
Stephen Griggs,0.6,9.0,3.2,8.2
Elizabeth Perez,4.1,8.8,4.1,7.4
Patience Kizer,4.3,7.1,4.8,3.5
Craig Chapman,4.5,3.3,6.6,5.8
Melvin Batarse,6.1,9.5,0.8,5.6
Felicia Gladden,7.1,4.8,1.8,3.2
Daniel Turner,4.3,2.3,6.7,2.9
Harry Rivera,9.1,8.3,9.3,10.0
Amy Northcraft,3.2,7.5,6.3,4.5
Diana Herrera,4.1,7.2,4.9,10.0
Sylvia Atchison,2.4,5.1,5.4,4.2
Ray Bennett,0.3,3.4,4.6,8.4
Glen Utley,2.8,8.1,3.4,8.0
Ronald Ferrell,5.5,9.4,6.9,10.0
Deshawn Campbell,5.0,10.0,5.5,0.1
Arthur Bingaman,1.6,5.4,6.7,4.0
Laila Knight,7.4,1.8,3.9,5.5
Antionette Kelley,0.3,6.7,10.0,4.8
Catherine Switzer,3.4,9.7,6.9,9.0
John Cisneros,6.2,9.0,10.0,6.6
Matthew Gries,2.1,9.2,10.0,2.4
Maritza Radigan,9.5,10.0,6.4,6.1
Thomas Kloke,7.0,3.5,4.5,9.2
Lindsey Mcneil,0.4,6.0,3.5,0.3
Michael Beck,5.6,0.4,5.4,1.8
Martin Hendershot,3.3,7.6,6.1,4.7
Gabriela Gard,7.6,1.8,6.4,7.8
Jason Glover,0.5,6.3,8.0,2.2
Susan Garrett,7.9,8.7,5.4,8.0
Barry Maguire,2.8,4.8,6.3,4.0
Sarah Edgar,5.2,6.9,4.3,6.6
Marylee Neuman,2.3,8.5,7.6,0.0
Thomas Ward,7.3,10.0,3.4,6.9
William Zirin,6.8,5.8,10.0,10.0
David Berry,1.1,6.1,10.0,2.0
Lara Cooper,7.7,10.0,8.2,1.4
Richard Bailey,8.4,3.6,7.7,7.7
William Anderson,2.5,5.3,9.8,7.2
Nicole Stryker,2.9,2.6,10.0,3.1
Laura Kugler,5.1,9.7,5.3,5.2
Helen Seyler,0.6,10.0,9.6,5.1
Wilma Chehebar,2.5,7.5,8.2,5.3
Jeanette Conley,10.0,2.2,4.4,7.7
Betty Maples,1.6,8.7,9.4,0.0
Beverly Copeland,6.0,5.9,3.2,4.1
Helen Thomas,0.1,10.0,6.7,9.8
Vivian Townsend,2.3,1.3,1.1,6.9
Eugene Miller,1.5,1.7,4.7,7.6
Erica Phillips,6.8,0.0,5.6,4.7
Melisa Ohara,3.7,10.0,3.9,9.5
Dannie Dodson,10.0,4.1,8.4,6.3
Edward Chaffin,1.8,10.0,5.5,0.9
Billy Welch,2.7,8.9,9.4,7.5
Sandra Vu,7.8,7.1,9.9,2.3
Robin Huey,7.7,5.2,7.8,10.0
Maddie Mize,3.1,6.5,4.7,4.4
Wanda Amos,1.0,10.0,9.6,4.2
Lawrence Wallace,9.5,5.0,8.5,6.4
Rosemarie Churchwell,8.3,1.6,8.3,8.2
James Cyr,6.9,10.0,0.2,0.6
Antonia Gray,10.0,3.3,5.6,1.5
Christine Chaves,0.1,5.4,7.2,9.4
Angel Cox,6.8,1.8,9.2,5.2
Andrew Smith,3.2,10.0,2.8,6.3
Fred Velez,7.5,7.8,1.0,4.5
Roy Davis,5.9,5.0,2.6,6.1
Gregory Weber,0.7,6.7,0.2,7.3
Francisca Farmer,9.3,3.1,4.4,8.3
Cara Walker,5.9,7.6,5.8,9.7
Jason Tutt,4.5,1.0,5.0,2.9
Debra Stoller,3.1,6.5,3.1,5.7
Larry Hagerman,9.4,7.1,1.1,10.0
Lourdes Rayford,7.5,3.4,2.2,8.3
Franklin Weaver,8.2,5.0,4.2,0.4
David Wade,7.1,1.3,5.6,1.8
John Clark,5.9,8.2,1.1,8.2
Gerald Klug,2.1,6.1,4.5,1.1
Kim Francis,5.6,7.1,1.1,2.4
Nancy Rodriguez,10.0,10.0,2.9,0.9
Stefani Weiner,5.7,9.6,4.3,2.0
Bradley Hannon,2.5,1.8,3.7,6.3
Perla Dexter,2.3,1.3,1.0,6.3
John Briseno,9.8,9.4,6.4,9.7
David Prado,9.7,10.0,1.1,0.5
Todd Mangini,9.0,6.8,0.3,6.9
Frank Fleming,9.8,8.0,6.1,0.6
Karen Lanier,8.9,3.3,6.2,6.7
Eugene Gulinson,10.0,5.1,5.2,3.0
Robert Herrera,10.0,6.5,5.0,0.0
Steve Weaver,1.2,7.3,0.3,4.5
Mona Stoskopf,0.3,6.3,10.0,1.2
Sheena Day,6.2,6.3,1.8,0.3
Dewayne Garcia,3.8,4.4,6.0,4.2
Gordon Mcraney,4.0,5.3,3.0,4.9
Johnathon Mcloughlin,8.1,2.6,10.0,0.8
Jonathan Brice,0.3,8.4,2.1,7.2
Steven Stewart,10.0,7.3,9.3,5.8
Jody Bunnell,9.6,9.0,9.8,2.8
Laurence Keller,0.7,9.6,2.4,5.7
John Marett,10.0,3.7,3.9,4.5
Adan Olsen,3.5,3.5,8.0,9.6
Michael Kassner,9.8,1.1,10.0,9.3
Jack Barone,7.0,8.3,5.0,8.7
Clyde Parker,7.4,3.1,3.3,9.7
Natalie Sauls,4.0,3.6,2.5,1.1
Selma Pabon,5.3,6.4,9.1,6.5
Michelle Hughes,0.0,6.4,9.5,0.8
Tamisha Roberts,2.7,3.0,9.4,1.9
Ricardo Peterson,6.0,10.0,2.1,3.8
Howard Wolfe,7.8,0.3,5.7,5.0
Dusty Grose,8.0,8.1,0.9,2.8
Lena Lomago,9.0,6.3,1.6,0.8
Lawrence Deckman,5.8,8.4,0.3,6.9
Leeann Burrows,9.7,3.7,10.0,7.6
Alberta Suggs,6.7,6.7,0.3,9.9
Edward Pack,1.5,5.3,3.5,1.1
Jacqueline Clark,3.9,8.9,6.3,0.8
Timothy Stell,8.9,1.0,4.5,2.3
Roxanne Heitzman,0.6,2.3,5.8,7.8
Lorraine Thompson,9.3,6.2,9.4,7.7
Matthew Feenstra,10.0,6.6,4.5,2.2
Susan Quigg,1.8,3.2,4.0,5.0
Douglas Davis,0.2,4.6,2.4,5.5
Chad Deloach,6.8,2.6,1.8,2.1
Taylor Boyce,9.8,4.0,0.9,5.7
Debra Chapman,4.9,9.1,1.1,0.3
Jewel Laschinger,1.8,10.0,7.8,5.6
Joseph Serna,4.3,4.4,4.1,0.0
Mary Pouncil,1.4,4.8,7.2,8.9
Catherine Moriarity,6.6,4.6,4.3,0.0
Mildred Reid,2.5,6.2,3.1,1.5
Cecile Knox,6.4,9.0,0.5,5.6
Olga Pace,10.0,7.0,7.7,9.8
Kristina Schumacher,5.8,9.2,4.2,7.9
Henry Egge,4.2,3.6,4.7,4.2
Bryan Cooley,5.3,7.0,1.5,1.9
Neil Millett,7.0,7.0,1.9,10.0
Edward Moses,0.1,0.1,8.9,4.6
David Medina,7.1,5.4,8.0,5.2
Pearlie Lacy,5.1,2.1,5.2,2.9
Candy Rangel,1.7,10.0,9.4,6.8
Lora Carter,8.2,0.0,4.6,1.3
Jerome Martinez,1.9,10.0,5.6,4.3
